Topflight,Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Club_member,Any_cc_miles_12mo,Phone_sale
0,67615,0,14168,13,0,0,1,1,No
0,33554,0,27410,16,350,1,0,1,No
0,163083,0,3825,9,450,4,1,0,Yes
1,747983,0,26117,15,50,1,1,1,No
1,415070,588,153183,41,3802,20,1,1,Yes
0,18111,0,4625,26,0,0,0,0,No
0,41526,0,0,0,0,0,1,0,No
0,38021,0,5538,9,0,0,1,1,No
0,17500,0,0,0,0,0,1,0,No
0,5906,0,280,1,0,0,1,0,No
0,70133,0,7396,16,0,0,1,1,No
1,32010,0,12315,6,650,2,0,0,No
0,82605,0,23049,15,0,0,1,1,Yes
0,77285,0,63841,32,0,0,0,1,No
0,15219,0,0,0,0,0,0,0,No
0,54889,0,13150,4,0,0,0,1,No
0,8910,0,150,1,150,1,1,0,Yes
0,49891,0,500,1,500,1,1,0,No
0,10484,0,0,0,0,0,1,0,No
0,15496,0,0,0,0,0,1,0,No
0,16714,0,0,0,0,0,1,0,No
0,25835,0,15153,15,0,0,1,1,Yes
0,3487,0,710,1,0,0,1,0,No
1,347096,0,12000,6,0,0,0,0,No
1,155962,1199,16510,16,50,1,1,1,No
1,160572,0,8163,18,500,1,1,1,No
1,257068,2586,5900,4,400,1,0,0,No
0,48410,0,37869,16,500,1,0,1,No
0,33269,0,4675,10,200,1,0,0,No
0,25685,0,185,3,0,0,0,0,No
0,50500,0,4765,14,0,0,0,1,No
0,97486,0,22707,15,0,0,0,1,No
1,323459,0,12000,8,1500,3,0,0,No
0,11821,0,10697,10,0,0,1,1,Yes
0,37039,0,29976,18,0,0,1,1,No
0,28306,0,233,3,0,0,1,1,No
1,109532,0,128048,53,7939,26,1,1,Yes
1,91974,0,19223,18,500,1,0,1,No
0,65823,0,28208,19,300,3,1,1,No
0,104824,0,14582,15,0,0,0,1,No
0,16061,0,2750,11,0,0,0,0,No
0,55237,0,5547,14,0,0,0,1,No
0,10491,0,5025,11,150,1,0,0,Yes
0,192334,0,33950,21,1450,4,0,1,No
0,45501,0,49656,17,316,1,0,1,No
0,18661,0,0,0,0,0,0,0,No
0,89668,0,29130,14,0,0,0,1,No
1,53327,0,8650,6,650,2,1,0,No
0,133143,0,43643,14,50,1,0,1,No
0,22268,0,23582,15,200,1,0,1,No
1,26556,3490,2845,14,720,4,1,0,Yes
0,9601,0,20467,16,0,0,0,1,No
0,280561,0,12154,13,0,0,0,1,No
1,146248,0,2900,4,1400,3,0,0,No
0,9483,0,1000,1,0,0,0,0,No
1,119082,5051,4230,17,3600,14,1,0,No
0,232171,0,22258,30,650,2,0,1,No
1,369816,1745,46942,35,7266,17,1,1,No
0,37381,0,6091,16,0,0,1,1,No
1,173543,0,92752,25,0,0,0,1,No
0,31211,0,280,4,100,1,0,0,No
0,47780,0,88773,20,250,2,0,1,No
0,79479,0,23167,13,0,0,0,1,No
0,81960,0,37072,22,700,7,0,1,No
0,20162,0,2750,15,0,0,0,0,No
0,105683,0,28386,17,0,0,0,1,No
1,234327,0,30406,28,150,2,0,1,No
0,463494,0,27390,17,750,1,0,1,No
0,17334,0,6783,27,50,1,0,1,No
0,57909,0,5150,4,0,0,0,0,No
0,17949,0,0,0,0,0,0,0,No
1,529477,0,31624,28,2098,5,0,1,Yes
0,71543,0,0,0,0,0,0,0,No
0,111897,0,14728,14,0,0,1,1,Yes
0,61598,0,0,0,0,0,0,0,No
0,417875,0,44472,18,0,0,0,1,No
1,340874,0,68090,43,5676,27,0,1,No
0,32774,0,0,0,0,0,0,0,No
1,242910,1115,103935,18,500,1,0,1,No
1,137843,0,45416,24,250,1,0,1,No
1,30530,0,5590,12,2950,9,0,0,Yes
0,30973,0,0,0,0,0,1,0,No
1,238749,0,7134,14,3134,12,0,0,Yes
0,16803,0,1287,6,0,0,0,1,No
1,23553,810,1587,4,487,2,0,0,No
0,48161,0,41174,24,0,0,1,1,No
0,21616,0,0,0,0,0,0,0,No
0,13114,0,14029,13,0,0,0,1,No
0,117120,0,41278,17,500,1,0,1,No
0,52987,0,17510,15,0,0,1,1,Yes
0,150176,0,29999,17,400,1,0,1,No
0,19002,0,22675,21,0,0,0,1,No
1,60976,0,97318,31,7000,14,1,1,Yes
1,50675,0,1100,2,100,1,1,0,No
0,65466,0,5488,13,0,0,0,1,No
1,64280,0,21721,18,0,0,0,1,No
0,14523,0,4197,4,0,0,0,1,No
0,384470,0,20468,16,0,0,0,1,No
0,9157,0,75,2,0,0,0,0,No
1,151904,733,76440,25,950,8,1,1,No
0,13781,0,48914,19,500,1,0,1,No
0,40567,0,18122,16,0,0,0,1,No
0,43090,0,11411,10,0,0,0,1,No
0,1875,0,1250,3,0,0,0,0,No
0,126555,0,41253,19,0,0,0,1,No
0,16472,0,45517,12,0,0,0,1,No
0,21270,0,318,10,0,0,1,1,No
0,33410,0,818,12,0,0,0,1,No
0,15750,0,1065,3,0,0,0,1,No
0,104665,0,9547,12,0,0,0,1,Yes
0,86285,0,61274,14,0,0,0,1,No
0,41967,0,2125,10,0,0,1,0,No
0,35026,0,9799,27,500,1,0,0,No
0,138411,0,53843,14,0,0,0,1,Yes
1,127693,0,17383,15,0,0,0,1,No
0,52050,0,43190,14,0,0,0,1,Yes
0,37162,0,0,0,0,0,0,0,No
1,440265,4081,22750,15,1250,10,0,0,No
0,66572,0,8048,14,450,2,0,1,No
0,237093,0,42020,15,0,0,0,1,No
0,79561,0,6333,12,400,2,0,0,No
0,131528,0,10365,17,500,1,0,1,No
0,11820,0,2045,5,0,0,0,0,Yes
0,20810,0,1713,13,0,0,0,1,No
0,189423,0,63584,31,600,1,0,1,Yes
0,96477,0,2987,13,0,0,0,1,No
1,106471,0,8444,5,100,1,0,1,No
0,33374,0,20441,13,0,0,0,1,Yes
0,210018,0,48914,16,0,0,0,1,No
0,26740,0,619,7,0,0,0,1,Yes
1,244216,0,39166,14,0,0,0,1,No
0,76737,0,34648,31,0,0,0,1,No
0,20999,0,15914,13,0,0,0,1,No
0,43179,0,11915,6,0,0,0,1,No
0,119214,0,10028,16,0,0,0,1,No
0,14988,0,2100,10,0,0,0,0,No
0,21334,0,5472,20,0,0,0,0,No
0,104307,0,51769,24,450,1,1,1,No
0,34357,0,73622,25,100,1,0,1,Yes
1,231437,0,31266,26,1550,4,0,1,Yes
0,14662,0,1110,12,0,0,0,1,No
0,13144,0,18615,18,0,0,0,1,No
0,10978,0,14313,11,0,0,0,1,No
1,150698,0,43589,20,1200,4,1,1,Yes
0,18035,0,811,2,0,0,1,1,No
0,194604,0,6606,10,0,0,0,1,No
1,117852,2376,11406,21,3850,13,0,0,No
0,32356,0,22918,19,0,0,0,1,No
0,44247,948,40939,26,0,0,0,1,No
0,23431,0,3546,10,0,0,0,1,No
0,37773,0,8436,15,0,0,0,1,No
1,245758,0,2750,4,750,2,0,0,Yes
0,63587,0,500,1,500,1,0,0,No
1,15088,0,5625,15,0,0,0,0,No
0,152539,0,65972,14,0,0,0,1,No
1,333500,0,69780,23,1258,4,1,1,No
0,15064,0,2910,9,0,0,0,0,No
0,19032,0,2375,12,0,0,0,0,No
0,66434,0,13041,13,0,0,0,1,No
0,146097,0,6919,16,0,0,0,1,No
0,8207,0,1750,7,0,0,0,0,No
0,293648,0,22148,15,0,0,0,1,No
0,147472,0,20645,16,0,0,0,1,No
1,103993,0,14149,13,100,1,0,1,No
0,34651,0,4000,6,500,1,0,0,No
0,102339,0,47498,19,0,0,0,1,No
0,149167,0,48521,13,0,0,0,1,Yes
0,105249,0,36093,15,0,0,0,1,No
0,55610,0,5095,13,0,0,1,1,No
1,70391,0,6000,4,0,0,0,0,No
0,74645,0,40367,18,0,0,0,1,No
0,26939,0,29264,15,0,0,0,1,No
1,207655,500,78967,31,0,0,0,1,No
0,7421,0,0,0,0,0,0,0,No
0,74924,6286,59650,13,0,0,0,1,Yes
0,17599,0,100,1,0,0,1,0,No
0,5594,0,370,1,0,0,1,0,No
0,66122,0,11756,13,0,0,1,1,No
0,12024,0,0,0,0,0,1,0,No
0,42044,2253,11433,10,0,0,1,1,No
1,83105,0,65077,28,753,3,0,1,No
1,152063,0,34257,19,1100,3,0,1,No
0,59546,0,20730,4,0,0,1,1,Yes
0,1258,0,475,4,0,0,0,0,No
0,75181,0,2455,7,1100,3,0,0,No
0,68255,0,19077,22,400,2,0,1,Yes
0,58229,0,53108,16,500,1,1,1,No
0,97349,0,42774,14,0,0,0,1,No
0,131424,0,58814,14,50,1,1,1,Yes
0,24011,0,20442,9,0,0,0,1,No
0,64538,0,0,0,0,0,1,0,No
0,3832,0,1000,1,0,0,0,0,No
0,3268,0,52263,32,0,0,0,1,No
0,36790,0,7158,14,0,0,0,1,No
1,363165,2565,5950,11,1850,8,1,0,No
1,179382,0,4225,7,0,0,0,1,Yes
1,218207,0,8500,4,0,0,0,0,No
0,765738,0,62133,14,0,0,0,1,No
0,54265,0,0,0,0,0,0,0,No
1,69959,0,16504,13,0,0,0,1,No
1,86380,2643,13500,3,0,0,0,0,No
0,48321,0,0,0,0,0,0,0,No
0,78130,0,37251,15,900,2,1,1,No
0,25333,0,11229,16,300,2,0,1,No
0,54522,0,21221,45,2500,5,0,1,Yes
0,75413,0,31726,18,0,0,0,1,No
0,292533,0,64186,15,1000,2,0,1,No
1,114932,8559,3150,13,1650,12,1,0,No
0,18932,0,24660,22,0,0,0,1,No
1,35997,0,71171,19,900,5,1,1,No
0,136664,0,36024,15,0,0,0,1,No
0,173191,0,31503,13,0,0,0,1,No
0,16528,0,250,2,0,0,0,0,No
1,119932,0,22463,26,5177,11,1,1,No
0,144171,0,33200,15,0,0,0,1,No
0,77109,0,60000,7,0,0,0,1,No
0,144973,0,23703,14,0,0,0,1,No
0,75027,0,1390,3,500,1,1,0,No
1,96387,0,43512,20,0,0,0,1,No
0,34854,0,750,5,650,4,0,0,No
0,44307,0,7944,8,0,0,0,1,No
0,73836,0,64748,19,0,0,0,1,No
0,20126,0,0,0,0,0,0,0,No
0,56268,0,33447,14,100,1,0,1,No
0,25629,0,107308,36,600,2,0,1,No
0,70774,0,32635,31,1400,14,0,1,No
0,6371,0,1404,8,0,0,0,1,No
0,95595,0,12060,14,0,0,1,1,No
0,51843,0,40997,17,0,0,0,1,No
0,84868,0,33187,15,0,0,1,1,No
1,79629,0,2550,2,50,1,0,0,No
0,58620,0,2125,10,0,0,0,0,Yes
0,70380,0,74399,12,0,0,0,1,No
0,93473,0,20257,15,0,0,0,1,No
1,131621,0,27846,31,6047,11,1,1,No
0,195563,0,16715,13,0,0,0,1,No
1,21138,0,4500,2,0,0,1,0,No
0,93319,0,270,3,100,1,0,0,No
1,56606,3818,61634,14,100,1,0,1,No
0,38763,0,34652,13,0,0,0,1,No
0,16430,0,8528,12,0,0,0,1,No
0,61440,0,8156,25,0,0,1,1,No
1,206648,0,5132,16,2450,11,0,0,No
1,323273,0,9000,5,500,1,1,0,No
0,76702,0,21568,17,0,0,0,1,No
0,19348,0,17059,19,0,0,0,1,No
0,31669,0,8384,15,0,0,0,1,No
1,40902,0,4850,7,1350,5,0,0,No
0,16906,0,2750,15,0,0,0,0,No
1,65508,0,14000,7,2500,5,0,0,No
0,10152,0,0,0,0,0,0,0,No
0,21461,0,40806,28,0,0,0,1,Yes
0,28979,0,6494,12,0,0,0,1,No
0,24711,0,3193,11,500,1,0,1,No
1,301447,0,63866,18,500,1,0,1,Yes
0,234308,0,21078,15,200,1,0,1,No
0,37832,0,0,0,0,0,0,0,No
0,135168,0,29156,16,300,2,0,1,No
0,134650,0,40232,17,2055,2,0,1,No
0,20665,0,19947,16,0,0,0,1,No
0,5546,0,2631,6,0,0,0,1,No
0,91736,0,26724,14,0,0,0,1,Yes
0,444159,0,0,0,0,0,0,0,No
1,94167,0,6500,4,500,1,0,0,No
0,132256,0,15040,24,899,3,0,1,No
0,149959,0,85844,51,1400,4,0,1,No
1,104338,0,2500,1,0,0,0,0,No
0,38312,0,37419,14,0,0,0,1,No
0,1860,0,65,2,0,0,1,0,No
0,54337,0,2131,9,230,1,0,1,Yes
1,218763,8753,11650,6,1150,3,0,0,No
0,26204,967,4030,6,2930,4,0,0,No
0,27876,0,0,0,0,0,1,0,No
0,115533,0,8867,15,0,0,0,1,No
0,129412,0,62510,21,0,0,0,1,No
1,172110,9325,21382,23,950,3,1,1,No
0,143378,0,3000,4,1500,3,0,0,No
0,120476,0,9406,14,0,0,0,1,No
0,15835,0,112171,16,0,0,0,1,No
1,289351,0,147787,35,500,1,1,1,No
0,32141,0,3500,14,0,0,0,0,No
0,967,0,980,2,0,0,0,0,No
0,20281,0,0,0,0,0,0,0,No
0,111072,0,50533,19,350,1,1,1,Yes
0,2111,0,100,1,0,0,0,0,No
1,322454,0,44591,23,250,1,0,1,No
0,4600,0,140,1,0,0,0,0,No
0,23390,0,1650,3,150,1,1,0,No
1,210496,0,9022,24,4900,19,1,0,No
0,40189,0,0,0,0,0,0,0,No
0,21747,0,0,0,0,0,1,0,No
0,212051,0,76256,23,2993,6,1,1,Yes
1,266200,0,5000,1,0,0,1,0,No
0,54148,0,40233,14,350,1,0,1,No
0,25512,0,0,0,0,0,1,0,No
0,28519,0,2125,2,0,0,1,0,Yes
1,219387,0,105913,21,150,2,0,1,No
0,163964,0,11385,11,0,0,0,1,No
1,49736,0,3200,4,700,3,0,0,Yes
0,10084,0,500,1,500,1,0,0,No
0,22988,0,9347,14,1200,4,0,1,No
0,17739,0,437,4,0,0,0,1,No
1,152426,0,6000,6,2000,4,0,0,No
0,34428,0,2625,10,0,0,1,0,Yes
1,124030,0,61599,16,0,0,1,1,No
0,17336,0,2375,12,0,0,0,0,No
0,290012,0,64360,18,650,2,0,1,No
0,29125,0,10930,14,0,0,1,1,No
0,83848,0,28202,14,0,0,0,1,No
1,133264,0,74067,21,0,0,1,1,No
0,124869,0,30116,16,0,0,0,1,No
0,39233,0,27545,13,0,0,0,1,No
0,13050,0,13617,16,0,0,0,1,Yes
0,90855,0,23992,13,0,0,1,1,No
0,44824,0,21107,19,2000,4,0,1,No
0,3663,0,894,10,0,0,0,1,No
0,44293,0,21920,21,100,1,0,1,No
0,31319,0,7552,5,0,0,0,1,Yes
0,40757,0,14002,11,0,0,0,1,Yes
1,130356,0,150,1,150,1,0,0,No
0,125077,0,21881,14,0,0,0,1,No
1,226826,0,91660,21,500,1,0,1,No
0,38150,0,16688,15,0,0,1,1,No
0,20342,0,3291,9,0,0,0,1,No
0,45781,0,6498,13,0,0,0,1,No
0,144525,0,2833,4,0,0,0,1,No
0,37571,0,7197,15,0,0,1,1,No
0,112013,0,24943,14,0,0,0,1,No
0,30638,0,48963,16,0,0,0,1,No
0,55997,0,68320,23,0,0,1,1,No
0,11447,0,1945,13,0,0,0,1,No
0,17778,0,0,0,0,0,0,0,No
1,13375,4301,15732,43,9200,28,1,1,No
0,118572,0,21426,19,0,0,0,1,No
0,13720,0,0,0,0,0,0,0,No
0,11030,0,0,0,0,0,0,0,No
0,8651,0,41586,22,950,5,0,1,No
0,281626,0,53521,16,0,0,0,1,No
0,26367,0,19649,15,0,0,0,1,No
1,120945,0,4300,4,300,2,0,0,No
0,2843,0,44130,35,7450,20,0,1,No
0,11782,0,0,0,0,0,0,0,No
0,89480,0,2946,4,1946,3,0,0,No
0,20702,0,30451,24,1100,5,0,1,Yes
0,15108,0,2850,16,0,0,0,0,No
0,24917,0,16239,13,150,1,0,1,Yes
1,132910,0,75540,46,250,1,0,1,No
0,61227,0,6957,10,0,0,0,1,No
0,2117,0,769,7,0,0,0,1,No
1,38964,0,35166,26,3200,8,1,1,No
0,20498,0,7826,20,7226,18,0,0,No
0,131554,0,64937,15,0,0,0,1,No
0,55661,0,15107,13,0,0,1,1,No
0,84949,0,41854,15,0,0,0,1,Yes
0,139897,0,21065,28,50,1,0,1,No
1,155587,0,6893,9,0,0,0,1,No
0,24310,0,2815,6,0,0,0,1,Yes
0,106115,0,16197,21,500,1,0,1,No
0,238641,0,61971,15,850,2,0,1,No
0,70671,0,0,0,0,0,0,0,No
0,31593,0,3128,12,0,0,0,1,No
0,101397,0,19173,12,0,0,0,1,No
0,133052,0,17424,15,0,0,0,1,No
0,37252,0,15774,19,0,0,0,1,No
0,15241,0,0,0,0,0,1,0,No
0,21101,0,7171,32,0,0,0,1,Yes
0,80612,0,32334,20,0,0,0,1,No
0,45542,0,59012,14,0,0,1,1,Yes
0,5274,0,2074,11,0,0,0,1,No
0,101089,0,23503,17,0,0,0,1,No
0,7560,0,0,0,0,0,0,0,No
0,255797,0,62107,16,0,0,0,1,No
0,192046,0,54818,52,1200,3,0,1,No
0,370596,0,50120,12,0,0,0,1,No
0,141491,0,63060,6,0,0,0,1,No
0,89527,0,22206,14,0,0,0,1,No
0,330644,0,0,0,0,0,0,0,No
0,49430,0,31471,16,0,0,0,1,No
1,114070,0,16293,24,250,1,0,1,No
0,124004,0,9982,12,0,0,0,1,No
0,10497,0,0,0,0,0,0,0,No
1,8327,0,2900,4,150,1,0,0,No
0,25463,0,7973,14,0,0,0,1,No
1,85036,0,43825,21,0,0,0,1,No
0,11449,0,24415,11,0,0,0,1,No
0,54392,0,0,0,0,0,1,0,No
0,52577,0,441,12,0,0,0,1,No
0,80174,0,500,1,0,0,0,0,No
1,96827,1094,12100,19,8100,17,1,0,No
0,9489,0,5359,14,0,0,0,1,No
0,57587,0,2620,6,0,0,1,1,No
1,131306,0,32115,15,0,0,0,1,No
0,39985,0,15103,21,0,0,0,1,No
0,71627,0,3225,9,600,2,0,0,No
0,161396,0,26695,11,1000,2,0,1,Yes
1,81300,0,3750,5,250,3,0,0,No
1,66015,0,26706,30,2676,7,1,1,No
0,7800,0,200,1,0,0,0,0,No
0,27348,0,3084,4,0,0,0,1,No
1,153554,0,11786,6,1750,4,0,0,No
0,42990,0,5345,3,0,0,0,1,No
0,16664,0,0,0,0,0,1,0,No
0,37618,0,17385,7,0,0,0,1,Yes
0,53384,0,16907,12,0,0,0,1,No
0,43326,0,1100,7,1100,7,0,0,No
0,113683,0,11821,12,0,0,0,1,No
1,77930,0,37541,35,3600,18,0,1,Yes
1,27625,0,27799,16,500,1,0,1,No
0,33835,0,2280,7,1000,2,0,0,Yes
0,170049,3692,10232,16,750,2,0,1,No
0,154664,0,73881,33,0,0,1,1,No
0,36935,0,34448,17,0,0,0,1,No
0,67904,0,81,1,0,0,1,1,No
0,57434,0,11140,16,0,0,0,1,Yes
0,11031,0,1600,5,0,0,0,1,No
0,78268,0,6172,13,500,1,0,1,No
0,98213,0,68013,29,0,0,0,1,Yes
0,9430,0,11323,13,0,0,1,1,No
0,5195,0,33050,3,50,1,1,0,No
0,9793,0,3100,2,0,0,0,0,Yes
0,34690,0,18124,14,0,0,1,1,No
0,138368,0,68663,13,0,0,0,1,No
0,63547,0,31745,14,0,0,0,1,No
0,217130,0,51202,20,0,0,0,1,No
0,14106,0,475,4,0,0,0,0,No
0,44026,0,12282,18,634,1,0,1,No
0,62183,1896,38635,18,0,0,0,1,No
1,165534,0,71312,18,1000,2,1,1,No
0,45358,0,14507,9,0,0,0,1,No
0,72325,0,56792,16,0,0,0,1,No
1,190285,0,69262,16,348,1,0,1,No
0,235567,0,16106,15,0,0,0,1,No
1,305519,0,79216,27,650,3,0,1,No
0,161546,0,8042,6,600,2,0,1,No
0,38884,0,2850,13,500,1,0,0,No
1,42040,1000,14189,17,4034,13,0,1,No
0,96988,0,7761,14,0,0,0,1,No
1,24394,0,3250,3,250,1,1,0,No
1,354641,0,77694,29,3600,9,0,1,No
1,39313,0,24091,16,0,0,0,1,No
1,468,0,26650,14,550,3,0,0,No
0,146014,0,26366,17,700,3,0,1,No
0,42999,0,33801,12,350,1,0,1,No
0,37163,0,19318,14,0,0,1,1,No
0,6158,0,27754,14,0,0,0,1,No
0,108904,0,19931,17,0,0,0,1,No
0,25168,0,500,1,500,1,0,0,No
0,68454,0,13667,12,0,0,0,1,Yes
0,70877,0,8956,15,0,0,0,1,No
0,1057,0,433,5,0,0,0,1,No
0,35342,0,70454,12,0,0,0,1,No
0,16992,0,0,0,0,0,0,0,No
0,2558,0,6264,10,0,0,0,1,No
1,196093,0,14000,3,0,0,0,0,Yes
1,269558,0,10000,1,0,0,1,0,No
1,88500,0,2500,2,0,0,0,0,No
0,8719,0,2000,9,0,0,0,0,No
0,36936,0,2875,16,0,0,0,0,No
1,427357,0,6027,12,0,0,1,1,No
0,258422,0,48708,17,0,0,0,1,No
0,75428,0,7539,14,0,0,0,1,No
0,34383,0,22956,12,0,0,0,1,No
0,82120,0,8000,3,0,0,1,0,No
0,34546,0,1500,2,0,0,0,0,No
0,92641,0,5265,6,0,0,0,0,No
0,95100,0,1250,3,1250,3,0,0,No
0,19960,0,0,0,0,0,0,0,No
0,47150,0,39561,18,0,0,0,1,No
0,1650,0,1250,3,250,1,0,0,No
1,100992,0,8144,16,409,2,0,1,Yes
0,68610,0,6115,12,0,0,0,1,No
0,75684,0,27320,9,0,0,0,1,Yes
0,42438,0,519,10,0,0,0,1,No
0,17645,0,60978,20,0,0,1,1,No
0,24545,0,0,0,0,0,0,0,No
0,84633,0,10771,10,0,0,0,1,No
1,103891,1388,140573,21,1150,3,1,1,No
0,39847,0,95918,38,150,1,0,1,Yes
0,47938,0,12656,13,0,0,0,1,No
0,88929,0,44932,20,650,2,0,1,No
0,129866,0,66150,30,0,0,0,1,No
0,22585,0,3430,3,0,0,0,0,No
1,47394,0,31347,19,2150,5,0,1,No
0,73640,0,10192,14,0,0,0,1,No
0,247743,0,51296,20,500,1,0,1,No
1,295008,0,136704,27,0,0,0,1,No
0,117543,4116,32355,21,600,2,0,1,No
0,102803,0,90605,20,0,0,0,1,No
1,89945,0,14218,16,350,1,0,1,No
1,739476,0,24215,8,322,1,0,1,No
0,69337,0,17740,13,0,0,0,1,No
0,140866,0,15906,17,0,0,0,1,No
0,25634,2505,0,0,0,0,0,0,No
0,82078,0,40279,9,0,0,0,1,Yes
0,33327,0,1000,1,0,0,0,0,No
0,95783,0,14506,13,0,0,0,1,No
0,27591,0,8209,34,1800,16,0,1,No
0,82114,0,58335,15,0,0,1,1,Yes
1,15917,2586,105449,25,200,2,1,1,No
0,140511,0,32105,16,0,0,0,1,No
1,375927,0,18202,30,1100,3,0,1,Yes
0,28223,0,8625,12,0,0,0,1,No
0,33129,0,30775,14,500,1,0,1,Yes
0,1625,0,1375,4,0,0,0,0,No
0,52819,0,37535,15,1000,2,0,1,No
1,3507,1745,14500,7,0,0,1,0,No
0,14769,0,500,1,0,0,0,0,No
0,37215,0,8199,8,0,0,0,1,No
1,115655,0,64968,21,500,1,0,1,No
0,179251,0,14775,16,200,2,0,1,No
0,24418,0,12533,13,0,0,1,1,No
0,34562,0,1770,9,250,3,0,0,No
0,144570,0,49052,15,0,0,0,1,No
0,24813,0,4066,10,0,0,0,1,No
0,48803,0,72129,14,0,0,0,1,No
0,22116,0,20809,14,0,0,0,1,No
0,8516,0,0,0,0,0,0,0,No
0,36079,0,22506,22,150,1,0,1,No
0,16872,0,28964,7,0,0,0,1,No
1,62895,0,8500,4,0,0,0,0,No
0,7383,0,7225,11,2750,7,0,0,No
0,2261,0,15062,2,0,0,0,1,No
1,66950,0,17303,20,2000,8,0,1,No
0,84856,0,6894,13,0,0,0,1,No
1,71128,2919,17950,17,4450,11,1,0,Yes
0,39654,0,1625,6,0,0,0,0,No
0,25214,0,1000,1,0,0,0,0,No
0,48775,0,17494,15,0,0,0,1,No
0,81952,0,64754,22,0,0,0,1,No
1,46535,0,25891,14,150,1,0,1,No
0,23130,0,5032,10,0,0,0,1,No
0,100443,0,12744,21,0,0,0,1,No
0,139664,0,63706,14,0,0,0,1,No
0,31769,0,0,0,0,0,0,0,No
0,60170,0,17235,14,0,0,0,1,No
0,33373,0,0,0,0,0,0,0,No
0,59385,0,22914,11,0,0,0,1,No
0,210040,0,77333,39,0,0,0,1,Yes
0,23379,0,11712,25,0,0,0,1,No
0,22372,0,14766,12,0,0,0,1,No
0,23120,0,4231,7,0,0,0,1,No
0,46157,0,1625,3,500,1,0,0,No
0,94896,0,38127,15,500,1,0,1,No
1,12091,0,29271,15,0,0,0,1,No
0,56451,0,9302,11,0,0,0,1,No
0,106309,0,21873,22,1200,4,0,1,No
0,121853,0,18120,18,2000,4,0,1,Yes
0,4137,0,15891,19,0,0,0,1,No
0,21676,0,15392,15,100,1,0,1,No
0,36644,0,14506,13,0,0,0,1,Yes
0,77102,0,13175,20,1850,6,0,1,No
0,32214,11148,12717,10,0,0,0,1,No
0,42351,0,28959,14,0,0,0,1,No
0,34450,0,26996,7,0,0,0,1,No
0,4151,0,375,3,0,0,0,0,No
0,60646,888,57011,18,50,1,0,1,No
1,44331,0,2850,3,350,1,0,0,No
0,76742,0,17910,13,0,0,0,1,No
1,27993,0,6000,3,0,0,1,0,No
0,67770,0,23960,15,0,0,0,1,No
0,30554,0,38243,25,0,0,0,1,No
1,123646,0,12450,30,2450,29,0,0,No
1,837979,0,18372,15,1450,4,0,1,No
0,6584,0,0,0,0,0,0,0,No
0,17489,0,5565,4,0,0,0,1,No
0,28941,0,2935,6,0,0,0,1,No
0,19085,0,827,11,0,0,0,1,No
0,56480,0,35841,31,500,1,0,1,Yes
0,8320,0,0,0,0,0,0,0,No
0,13640,0,1500,5,0,0,0,0,No
0,14739,0,1800,4,800,3,0,0,No
0,30594,0,3250,12,0,0,0,0,No
0,11162,0,0,0,0,0,0,0,No
0,15964,0,0,0,0,0,0,0,No
0,5583,0,3147,14,0,0,0,1,No
0,38822,0,2000,9,0,0,1,0,No
0,2305,0,0,0,0,0,0,0,No
0,39372,0,4296,10,0,0,0,1,No
0,25125,0,1875,8,0,0,0,0,No
0,10288,0,1250,3,0,0,0,0,No
1,135149,0,15300,19,3800,17,1,0,No
1,4916,0,900,3,800,2,0,0,No
0,163976,0,39098,18,2594,4,0,1,Yes
0,207021,0,3600,4,100,1,0,0,No
0,104442,0,38180,23,1450,5,0,1,No
0,131992,0,12504,16,0,0,0,1,No
0,2278,0,0,0,0,0,0,0,No
0,34086,0,19669,18,1500,3,0,1,No
0,8740,0,1250,3,0,0,0,0,No
0,241918,0,40945,13,0,0,0,1,No
0,26748,0,11981,14,0,0,0,1,No
1,65969,0,2550,5,1050,3,0,0,No
0,10009,0,0,0,0,0,0,0,No
1,378759,0,28904,9,2303,4,1,1,No
1,40965,10098,9850,11,1850,6,0,0,No
0,57509,0,52449,19,150,1,0,1,No
0,71503,0,7819,17,0,0,0,1,Yes
0,110247,0,13690,16,0,0,0,1,No
1,83572,745,101110,27,1700,5,0,1,Yes
0,106234,5124,11160,26,0,0,0,1,No
1,28205,0,101685,16,0,0,1,1,Yes
0,7239,0,15835,15,0,0,0,1,No
1,63638,0,0,0,0,0,0,0,No
0,31967,0,1600,4,350,2,0,0,No
1,97752,0,3676,10,0,0,0,0,No
0,8327,0,0,0,0,0,1,0,No
0,10179,0,5321,15,0,0,0,1,Yes
0,23786,0,16950,4,0,0,0,1,No
0,33020,0,6155,25,1500,3,0,1,Yes
0,35316,0,1250,4,500,1,0,0,Yes
0,146086,0,6950,17,6950,17,0,0,No
1,15352,0,1350,4,0,0,0,0,No
0,13522,0,5000,1,0,0,0,0,No
0,13949,0,0,0,0,0,0,0,No
1,99405,0,14150,11,2150,9,0,0,No
0,50016,0,13495,14,0,0,0,1,No
0,23696,0,5577,10,0,0,0,1,No
0,55384,967,0,0,0,0,0,0,No
0,166465,0,98717,30,0,0,0,1,No
1,95207,0,30652,30,2348,8,0,1,No
0,80431,0,2150,2,150,1,0,0,No
0,49288,0,12538,19,600,2,1,1,No
0,81291,0,10522,14,1430,1,0,1,No
0,48877,0,11761,35,371,2,0,1,Yes
